City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3424607,Tasiilaq,GL,65.61,-37.64,35.6,74,99,26.4
5880054,Barrow,US,71.29,-156.79,10.4,85,90,8.05
2171099,Codrington,AU,-38.27,141.97,59.72,82,73,17.2
546105,Nikolskoye,RU,59.7,30.79,45.7,70,75,8.95
2121025,Srednekolymsk,RU,67.45,153.68,22.23,97,97,7.52
2126123,Chokurdakh,RU,70.63,147.92,24.87,98,100,3.11
3361934,Saldanha,ZA,-33.01,17.94,66.2,48,99,9.17
2122090,Pevek,RU,69.7,170.31,8.4,94,100,5.86
4513583,Hamilton,US,39.18,-84.53,52.68,66,90,10.29
1862505,Hirara,JP,24.8,125.28,74.88,94,75,8.05
2112802,Hasaki,JP,35.73,140.83,62.91,82,75,5.82
1498161,Muzhi,RU,65.37,64.67,35.04,97,100,9.55
1519385,Sergeevka,KZ,53.88,67.42,69.89,42,27,5.41
2013279,Vostok,RU,46.49,135.88,28.8,81,100,6.69
2026786,Berezovyy,RU,51.67,135.7,25.18,92,100,18.63
2276492,Harper,LR,4.38,-7.72,82.89,78,100,1.48
2123628,Magadan,RU,59.57,150.8,17.1,90,10,4.16
2139521,Noumea,NC,-22.28,166.46,76.23,94,75,2.24
6185377,Yellowknife,CA,62.46,-114.35,15.06,61,75,8.05
3393692,Itarema,BR,-2.92,-39.92,76.37,89,100,2.95
362973,Abnūb,EG,27.27,31.15,73.4,40,5,4.7
3893629,Coquimbo,CL,-29.95,-71.34,59.0,87,7,3.36
1526041,Atasū,KZ,48.68,71.64,72.82,18,35,6.4
2022572,Khatanga,RU,71.97,102.5,32.76,98,100,7.34
1252668,Ziro,IN,27.63,93.83,86.0,48,40,11.41
5563397,Eureka,US,40.8,-124.16,50.4,81,90,3.29
4021858,Guerrero Negro,MX,27.98,-114.06,59.72,83,97,16.69
2314705,Kikwit,CD,-5.04,18.82,81.12,69,69,2.04
2094342,Kavieng,PG,-2.57,150.8,84.81,70,70,4.5
2171766,Charlestown,AU,-32.95,151.67,67.71,60,100,8.05
64013,Bosaso,SO,11.28,49.18,87.89,58,97,10.13
5870133,Nome,US,64.5,-165.41,30.2,92,90,5.82
3492997,Samaná,DO,19.21,-69.34,73.89,86,1,4.88
2057087,Kupang,ID,-10.17,123.58,89.6,66,20,4.7
1644605,Galesong,ID,-5.32,119.37,87.8,58,20,4.7
104515,Makkah al Mukarramah,SA,21.43,39.83,92.3,17,0,11.25
122285,Neyshabur,IR,36.21,58.8,74.55,18,85,6.53
2160053,Lithgow,AU,-33.48,150.15,57.99,67,100,1.01
2610343,Vestmanna,FO,62.16,-7.17,48.2,70,91,13.87
2156643,Mount Gambier,AU,-37.83,140.77,59.0,82,75,12.75
2108857,Gizo Government Station,SB,-8.1,156.84,82.89,76,100,4.92
1619650,Ban Dung,TH,17.7,103.26,105.89,32,20,5.82
3931255,Punta de Bombón,PE,-17.17,-71.79,68.4,73,29,3.13
1631637,Pemangkat,ID,1.17,108.97,82.22,78,100,3.49
2163355,Hobart,AU,-42.88,147.33,56.21,51,75,10.29
2065594,Mount Isa,AU,-20.73,139.5,93.2,12,0,8.05
3414079,Olafsvik,IS,64.89,-23.71,44.92,82,100,15.19
3445026,Vila Velha,BR,-20.33,-40.29,73.18,78,75,8.05
1851068,Takanabe,JP,32.13,131.5,68.0,42,75,3.36
1649150,Bengkulu,ID,-3.8,102.27,84.54,78,92,5.93
2128975,Nemuro,JP,43.32,145.57,55.4,58,75,14.99
780687,Berlevåg,NO,70.86,29.09,33.13,74,90,41.38
2729907,Longyearbyen,SJ,78.22,15.64,26.6,49,20,21.92
5855927,Hilo,US,19.73,-155.09,68.61,78,1,3.36
361291,Hurghada,EG,27.26,33.81,82.4,32,15,9.17
1503153,Klyuchi,RU,52.27,79.17,75.51,21,49,11.03
3628473,San Cristobal,VE,7.77,-72.22,66.96,63,91,1.1
3837213,San Juan,AR,-31.54,-68.54,63.79,37,7,12.1
2110227,Butaritari,KI,3.07,172.79,82.29,79,61,13.76
1488903,Turukhansk,RU,65.82,87.98,34.95,97,100,9.22
5546220,Saint George,US,37.1,-113.58,58.41,62,90,10.29
1797535,Qiongshan,CN,20.01,110.35,93.2,59,40,6.71
1688696,San Policarpo,PH,12.18,125.51,82.69,78,74,9.57
2240449,Luanda,AO,-8.84,13.23,77.0,88,75,2.24
1650434,Bambanglipuro,ID,-7.95,110.28,85.39,75,84,9.44
747764,Düzce,TR,40.84,31.16,56.1,62,100,6.46
3372964,Lagoa,PT,39.05,-27.98,61.34,84,100,15.3
544203,Koshki,RU,54.21,50.47,49.35,87,100,15.5
2012956,Yerbogachën,RU,61.28,108.01,42.67,58,0,9.44
3423146,Ilulissat,GL,69.22,-51.1,26.6,32,94,11.41
2025261,Chul'man,RU,56.85,124.91,21.94,82,44,14.29
2015306,Tiksi,RU,71.69,128.87,25.92,95,100,2.26
3822702,Kantunilkín,MX,21.09,-87.45,80.29,83,20,11.41
1835848,Seoul,KR,37.57,126.98,48.2,36,75,4.7
4470244,Havelock,US,34.88,-76.9,46.44,93,1,5.79
3471451,Arraial do Cabo,BR,-22.97,-42.03,71.2,83,0,8.21
3883457,Lebu,CL,-37.62,-73.65,51.35,65,100,10.31
704422,Krasnoarmiys'k,UA,48.28,37.18,50.85,43,15,12.28
4026082,Lázaro Cárdenas,MX,17.96,-102.2,74.39,82,57,0.74
4946620,Palmer,US,42.16,-72.33,39.24,80,90,6.93
6355222,Yulara,AU,-25.24,130.99,87.8,25,32,6.93
2206854,Gisborne,NZ,-38.65,178.0,55.99,87,93,2.13
1701054,Marawi,PH,8.0,124.29,84.0,85,22,7.0
286621,Salalah,OM,17.02,54.09,87.8,62,75,12.75
1337605,Mahibadhoo,MV,3.78,72.97,85.77,65,98,1.95
5975004,High Level,CA,58.52,-117.14,32.0,88,20,4.7
5710360,Winnemucca,US,40.97,-117.74,50.0,37,90,8.05
2524881,Crotone,IT,39.09,17.12,57.2,87,75,6.93
147774,Khojaly District,AZ,39.91,46.79,71.8,36,63,4.07
5294167,Eloy,US,32.76,-111.55,64.83,27,1,4.7
1507116,Dudinka,RU,69.41,86.18,33.8,97,75,20.13
4617305,Davidson,US,36.15,-86.78,54.95,87,90,5.82
3137469,Sørland,NO,67.67,12.69,42.8,87,75,8.05
3430443,Necochea,AR,-38.55,-58.74,55.99,65,37,5.01
5952121,Fenelon Falls,CA,44.53,-78.75,38.05,60,90,12.75
2126682,Bilibino,RU,68.05,166.44,5.67,89,92,0.76
4169345,Princeton,US,25.54,-80.41,78.69,88,1,8.05
3466165,Cidreira,BR,-30.18,-50.21,64.58,80,0,5.14
5983720,Iqaluit,CA,63.75,-68.51,-4.0,70,75,17.22
1794903,Shiyan,CN,32.65,110.78,60.01,30,100,5.01
3448332,São Pedro do Sul,BR,-29.62,-54.18,58.23,70,0,2.21
4031574,Provideniya,RU,64.38,-173.3,12.88,90,11,6.13
5388467,Rodeo,US,38.03,-122.27,50.23,71,1,9.17
2028164,Deputatsky,RU,69.3,139.9,19.33,93,100,2.37
3907685,Poopó,BO,-18.37,-66.97,43.39,26,93,6.89
4231997,Avera,US,33.19,-82.53,50.25,79,1,4.12
1065158,Farafangana,MG,-22.82,47.83,78.17,72,59,4.47
6255012,Flinders,AU,-34.58,150.86,68.0,66,47,7.0
2031405,Erdenet,MN,49.03,104.08,39.99,28,0,10.07
2639996,Portsmouth,GB,50.8,-1.09,56.16,64,5,1.01
2476396,Timizart,DZ,36.8,4.27,60.94,62,6,14.97
2317765,Zaria,NG,11.11,7.72,87.69,39,63,10.83
3395981,Maceió,BR,-9.67,-35.74,78.53,82,18,6.38
3347353,Menongue,AO,-14.66,17.69,72.73,38,0,9.44
915471,Kalabo,ZM,-14.97,22.68,77.07,27,16,8.7
3420846,Qaqortoq,GL,60.72,-46.03,26.6,53,20,2.24
5972291,Havre-St-Pierre,CA,50.23,-63.6,19.4,62,1,4.7
3653967,Muisne,EC,0.6,-80.03,77.81,82,100,3.29
1510689,Baykit,RU,61.67,96.37,47.59,50,100,6.62
3625428,Venezuela,VE,8.0,-66.0,82.04,58,95,14.32
525426,Sobolevo,RU,54.43,31.9,46.44,53,48,12.5
3453827,Pindobaçu,BR,-10.74,-40.36,69.89,80,84,7.2
3488985,Port Maria,JM,18.37,-76.89,71.01,95,8,7.45
1307741,Myitkyina,MM,25.38,97.4,102.56,17,98,2.33
2014705,Tyret’ Pervaya,RU,53.67,102.31,47.62,35,0,3.71
730744,Kalofer,BG,42.62,24.98,48.0,64,100,6.49
1850345,Toba,JP,34.48,136.85,64.0,75,41,3.89
2643044,Margate,GB,51.38,1.39,52.99,70,12,8.01
3466704,Castro,BR,-24.79,-50.01,53.87,72,45,2.26
2063036,Port Lincoln,AU,-34.73,135.87,64.96,81,19,10.83
1161724,Chabahar,IR,25.29,60.64,91.47,41,17,12.95
2074865,Carnarvon,AU,-24.87,113.63,78.8,61,22,16.11
1631905,Payakumbuh,ID,-0.22,100.63,83.35,62,79,3.13
2342490,Funtua,NG,11.52,7.31,88.11,36,86,11.03
2636790,Stornoway,GB,58.21,-6.39,50.41,71,0,5.82
3662155,Sena Madureira,BR,-9.07,-68.66,71.15,89,96,1.48
1106677,Bambous Virieux,MU,-20.34,57.76,81.27,61,20,16.11
701802,Markova,UA,48.68,24.41,44.6,45,73,6.71
3105522,Bereda,ES,43.27,-7.54,53.46,100,100,8.99
2638419,Scarborough,GB,54.28,-0.4,51.28,79,0,5.01
3468732,Buritis,BR,-15.62,-46.42,67.14,78,67,2.24
4036284,Alofi,NU,-19.06,-169.92,71.6,94,9,2.24
57000,Hobyo,SO,5.35,48.53,88.0,56,100,7.85
2119283,Zyryanka,RU,65.75,150.85,20.32,92,15,4.47
2189343,Kaeo,NZ,-35.1,173.78,59.49,94,20,6.76
1645875,Curup,ID,-3.47,102.53,78.13,72,100,0.92
2450173,Taoudenni,ML,22.68,-3.98,84.13,14,0,5.93
3662761,Porto Walter,BR,-8.27,-72.74,67.64,73,43,0.98
1529376,Korla,CN,41.76,86.15,66.36,24,48,2.68
1519422,Semey,KZ,50.41,80.23,77.0,14,13,6.71
2092164,Lorengau,PG,-2.02,147.27,84.09,72,33,4.79
110690,Faya,SA,18.39,42.45,68.9,45,20,9.17
2098329,Daru,PG,-9.08,143.21,80.31,86,99,11.21
2017155,Saskylakh,RU,71.92,114.08,31.95,97,77,9.08
4019152,Aguililla,MX,18.73,-102.73,66.88,55,17,0.31
3132644,Varhaug,NO,58.61,5.65,56.46,58,0,2.24
2264923,Peniche,PT,39.36,-9.38,55.94,91,23,3.0
5856516,‘Āhuimanu,US,21.44,-157.84,73.31,61,75,3.36
2126199,Cherskiy,RU,68.75,161.3,15.08,96,99,5.28
2961459,Skibbereen,IE,51.55,-9.27,44.6,70,75,10.29
154654,Masumbwe,TZ,-3.63,32.18,64.99,69,100,4.41
933995,Souillac,MU,-20.52,57.52,80.6,61,20,16.11
1861280,Itoman,JP,26.12,127.67,65.61,93,75,8.05
5380437,Pacific Grove,US,36.62,-121.92,54.23,67,90,10.29
3985710,Cabo San Lucas,MX,22.89,-109.91,71.22,45,11,10.2
1506676,Gari,RU,59.43,62.35,50.31,65,99,5.68
480484,Tuma,RU,55.15,40.55,54.0,50,89,15.01
5697939,North Platte,US,41.12,-100.77,35.6,74,1,4.7
1006984,East London,ZA,-33.02,27.91,66.2,88,40,11.41
1214488,Meulaboh,ID,4.14,96.13,85.62,76,100,7.58
1683602,Tambilil,PH,5.96,124.67,93.2,49,40,9.17
2138555,Poum,NC,-20.23,164.02,78.3,78,9,19.08
1252783,Yārāda,IN,17.65,83.27,91.4,59,20,13.87
3576994,Cockburn Town,TC,21.46,-71.14,79.66,84,8,17.34
3979430,Primo Tapia,MX,32.22,-116.92,57.76,82,90,3.36
1510377,Belyy Yar,RU,53.6,91.39,66.2,14,0,4.47
1529660,Aksu,CN,41.12,80.26,69.24,24,76,5.93
2178753,Kirakira,SB,-10.45,161.92,80.89,79,93,3.94
2017042,Selikhino,RU,50.37,137.5,35.38,83,100,19.64
3430863,Mar del Plata,AR,-38.0,-57.56,56.62,81,20,3.36
3833112,Veinticinco de Mayo,AR,-35.43,-60.17,57.99,82,44,7.0
5882953,Aklavik,CA,68.22,-135.01,8.6,84,90,6.93
2162683,Innisfail,AU,-17.53,146.03,75.78,86,23,2.66
6137381,Saint-Ambroise,CA,48.55,-71.33,17.53,72,5,6.93
3430545,Morón,AR,-34.65,-58.62,61.16,93,40,4.7
1795579,Yanta,CN,36.24,115.67,66.7,23,57,7.85
1267390,Kavaratti,IN,10.57,72.64,93.2,59,40,4.7
2082539,Merauke,ID,-8.47,140.33,80.73,86,13,10.63
3936456,Lima,PE,-12.04,-77.03,66.2,88,1,14.99
1177446,Gwadar,PK,25.12,62.33,87.85,51,0,15.7
3175788,Oga,IT,46.46,10.35,46.04,87,40,1.12
2128983,Nayoro,JP,44.35,142.46,39.45,67,94,18.34
2068110,Kununurra,AU,-15.77,128.73,98.6,30,40,9.17
1708743,Kinablangan,PH,7.69,126.55,83.19,71,35,4.9
3893656,Copiapó,CL,-27.37,-70.33,60.8,82,0,3.36
1567148,Tam Ky,VN,15.57,108.48,87.8,70,20,11.41
3994469,Ojinaga,MX,29.57,-104.42,66.79,16,1,5.82
3452712,Porto Murtinho,BR,-21.7,-57.88,66.45,66,0,2.98
2264557,Ponta do Sol,PT,32.67,-17.1,59.27,55,20,4.7
3372760,Praia da Vitória,PT,38.73,-27.07,62.6,88,75,16.42
6144312,Sept-Îles,CA,50.2,-66.38,20.32,57,5,5.82
1060007,Marolambo,MG,-20.05,48.12,74.8,63,96,2.13
324172,Alaşehir,TR,38.35,28.52,70.5,48,100,2.19
1661950,Ban Nahin,LA,18.24,104.21,106.0,38,23,3.94
74185,Jiblah,YE,13.92,44.15,65.48,37,100,3.0
3985168,San Patricio,MX,19.22,-104.7,71.58,82,9,2.48
5924351,Clyde River,CA,70.47,-68.59,3.2,84,90,12.75
3996426,Matamoros,MX,25.53,-103.25,71.01,22,9,4.07
3625066,Zaraza,VE,9.35,-65.32,73.54,84,18,3.47
2077895,Alice Springs,AU,-23.7,133.88,87.8,19,40,8.05
14177,Maku,IR,39.29,44.45,65.55,24,51,23.78
2191562,Dunedin,NZ,-45.87,170.5,53.91,87,100,1.01
2434910,Bongor,TD,10.28,15.37,97.45,23,90,6.93
3418910,Upernavik,GL,72.79,-56.15,25.48,86,100,11.36
5520076,Del Rio,US,29.36,-100.9,73.65,47,1,10.29
2651654,Cwmbran,GB,51.65,-3.02,53.78,70,25,1.01
3892870,Curicó,CL,-34.98,-71.23,51.8,66,90,6.93
6160603,Swift Current,CA,50.28,-107.8,41.0,65,1,14.99
778707,Mehamn,NO,71.04,27.85,33.8,74,90,41.38
10722858,Forsytheganj,BY,52.63,29.73,48.38,49,11,10.38
3598787,Champerico,GT,14.3,-91.92,81.73,69,3,3.96
5746545,Portland,US,45.52,-122.68,49.14,76,40,5.82
504187,Puksoozero,RU,62.59,40.61,38.46,82,100,5.82
5577592,Greeley,US,40.42,-104.71,40.82,69,75,8.05
3567823,Baraguá,CU,21.7,-78.63,75.99,85,4,3.94
4013679,Coahuayana Viejo,MX,18.73,-103.68,71.2,79,13,0.27
986717,Kruisfontein,ZA,-34.0,24.73,63.91,69,99,8.39
2122104,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,32.0,88,99,8.95
935214,Saint-Pierre,RE,-21.34,55.48,75.51,69,90,29.97
2120612,Tigil',RU,57.8,158.67,11.59,93,45,5.17
2654970,Brae,GB,60.4,-1.35,46.4,87,27,9.17
1799962,Nanjing,CN,32.06,118.78,58.78,67,100,6.71
293842,Kiryat Gat,IL,31.61,34.76,76.01,28,77,1.01
5282297,Bethel,US,41.37,-73.41,38.07,93,1,5.46
2136825,Isangel,VU,-19.55,169.27,79.16,84,88,9.24
3860443,Comodoro Rivadavia,AR,-45.87,-67.5,46.4,61,0,12.75
660073,Eurajoki,FI,61.2,21.73,53.6,23,0,9.17
184433,Nanyuki,KE,0.02,37.07,69.46,38,100,3.38
2014836,Tupik,RU,54.43,119.93,28.44,70,80,17.09
3932145,Pisco,PE,-13.7,-76.22,64.65,88,0,9.17
2013918,Ust-Maya,RU,60.42,134.53,26.19,89,99,2.55
513329,Ozinki,RU,51.18,49.68,50.54,54,99,16.04
1058381,Morondava,MG,-20.28,44.28,85.39,55,93,1.39
1052373,Beira,MZ,-19.84,34.84,80.6,69,20,9.17
3460087,Jardim,BR,-21.48,-56.14,64.08,83,0,2.19
4047434,Russell,US,32.35,-85.2,50.83,93,1,3.29
1811720,Enshi,CN,30.3,109.48,54.41,70,100,2.24
933778,Francistown,BW,-21.17,27.51,69.8,46,0,5.82
287286,Muscat,OM,23.61,58.59,93.2,34,75,13.87
3899695,Ancud,CL,-41.87,-73.82,42.8,100,2,9.17
3527213,Guerrero,MX,17.67,-100.0,69.1,56,61,2.15
1621313,Ambulu,ID,-8.35,113.61,84.45,76,25,11.52
3520994,Puerto Escondido,MX,15.85,-97.07,78.33,80,10,2.84
2669047,Timrå,SE,62.49,17.33,53.51,53,0,2.24
3455786,Orizona,BR,-17.03,-48.3,63.46,75,9,4.79
523662,Nadvoitsy,RU,63.87,34.32,40.93,74,100,9.64
3141667,Roald,NO,62.58,6.13,51.13,57,0,3.36
2440485,Niamey,NE,13.51,2.11,87.8,40,62,6.93
218680,Boende,CD,-0.22,20.87,85.15,56,65,1.16
934322,Mahébourg,MU,-20.41,57.7,80.6,61,20,16.11
6067747,Matagami,CA,49.75,-77.63,28.4,100,90,12.75
50672,Wanlaweyn,SO,2.62,44.89,89.92,51,100,7.99
1633419,Padang,ID,-0.95,100.35,86.9,70,78,3.51
3984997,San Quintín,MX,30.48,-115.95,58.78,81,38,18.52
1244926,Hambantota,LK,6.12,81.12,87.89,68,100,13.33
2629833,Husavik,IS,66.04,-17.34,46.4,75,47,16.11
2270385,Camacha,PT,33.08,-16.33,62.6,51,20,16.11
1224061,Wattegama,LK,6.8,81.48,94.44,45,95,9.01
3452331,Presidente Epitácio,BR,-21.76,-52.12,64.69,86,0,4.14
653252,Kempele,FI,64.91,25.5,43.32,60,53,8.05
1797117,Rongcheng,CN,30.63,117.85,52.25,88,100,7.0
2720679,Bollnäs,SE,61.35,16.39,58.41,43,0,3.02
1215502,Banda Aceh,ID,5.56,95.32,88.48,64,52,9.89
2084442,Vanimo,PG,-2.67,141.3,82.56,75,35,3.62
3129877,Aranda de Duero,ES,41.67,-3.69,51.4,62,100,6.82
5367788,Lompoc,US,34.64,-120.46,51.82,76,20,3.36
8125787,Bobcaygeon,CA,44.55,-78.54,38.08,60,90,12.75
2016735,Sherlovaya Gora,RU,50.57,116.25,32.54,43,100,20.56
3421719,Narsaq,GL,60.92,-46.05,26.6,53,20,2.24
2015545,Tarbagatay,RU,51.48,107.36,41.0,15,40,15.66
962367,Richards Bay,ZA,-28.78,32.04,76.39,61,0,6.49
2016307,Solnechnyy,RU,50.72,136.63,27.55,95,100,17.94
1607016,Rayong,TH,12.83,101.43,89.6,66,20,13.87
2177069,Ballina,AU,-28.87,153.57,70.34,77,87,6.17
3402429,Caucaia,BR,-3.74,-38.65,76.48,88,75,2.24
295277,Eilat,IL,29.56,34.95,78.8,44,25,3.29
989921,Klerksdorp,ZA,-26.85,26.67,78.08,17,0,4.34
454584,Valdemārpils,LV,57.37,22.59,46.4,81,1,10.29
3382160,Cayenne,GF,4.93,-52.33,71.6,100,90,2.53
2212775,Sabha,LY,27.04,14.43,82.76,16,0,13.89
3451190,Rio de Janeiro,BR,-22.9,-43.21,66.2,88,20,3.36
2255564,Ouésso,CG,1.61,16.05,86.41,53,100,3.13
2132606,Samarai,PG,-10.62,150.67,81.05,83,83,12.86
487928,Novikovo,RU,51.15,37.89,48.29,50,47,18.21
3374210,São Filipe,CV,14.9,-24.5,71.69,78,4,16.2
211647,Lodja,CD,-3.48,23.43,80.11,60,96,2.39
3395458,Maragogi,BR,-9.01,-35.22,78.57,81,17,3.22
5110365,Broome,US,42.25,-75.83,31.08,59,1,4.7
3470583,Barreiras,BR,-12.15,-44.99,67.69,82,29,2.59
3517970,Pochutla,MX,15.74,-96.47,75.0,80,28,4.61
1529626,Baijiantan,CN,45.63,85.18,77.67,16,0,6.04
1855476,Nichinan,JP,31.6,131.37,68.0,42,75,3.36
2381972,Adrar,MR,20.5,-10.07,72.75,25,0,15.17
5364271,Laguna,US,38.42,-121.42,49.93,87,1,3.36
934649,Cap Malheureux,MU,-19.98,57.61,82.0,59,70,10.0
2026160,Borogontsy,RU,62.67,131.17,28.96,87,26,3.56
3416888,Grindavik,IS,63.84,-22.43,46.4,100,90,27.51
1801722,Lüshunkou,CN,38.8,121.27,48.96,21,20,29.08
2013921,Ust-Kuyga,RU,70.02,135.6,26.98,96,100,4.0
514968,Orgtrud,RU,56.18,40.61,49.26,51,7,16.26
3573374,The Valley,AI,18.22,-63.06,78.28,78,75,9.17
3929611,San Jerónimo,PE,-11.95,-75.28,42.08,27,26,1.68
1486321,Yar-Sale,RU,66.83,70.83,33.57,99,100,11.65
2137773,Vao,NC,-22.67,167.48,76.68,81,7,20.0
5949563,Esterhazy,CA,50.65,-102.08,28.94,79,99,6.35
5478673,Meadow Lake,US,34.8,-106.54,53.71,26,75,9.17
3664980,Boa Vista,BR,2.82,-60.67,73.4,94,90,2.24
964712,Plettenberg Bay,ZA,-34.05,23.37,64.38,70,99,5.41
5554428,Ketchikan,US,55.34,-131.65,44.6,93,90,6.93
2446796,Bilma,NE,18.69,12.92,99.55,8,0,8.86
2031964,Darhan,MN,49.49,105.92,41.54,36,0,13.87
704204,Lyman,UA,48.99,37.8,51.42,44,10,13.65
5969025,Haines Junction,CA,60.75,-137.51,31.35,74,99,6.26
1806840,Huilong,CN,31.81,121.66,56.62,63,98,3.0
